address,city,state,zipCode,lat,lon,rooms,squareFeet,price,shortest distance to public trans
1770 14th St,Oakland,CA,94607,37.813267,-122.29739,2,1513,799000,0.6059638660459664
113 Ashford Ave,Mill Valley,CA,94941,37.904353,-122.525548,2,1672,899000,0.9413087254257553
1433 Bush St # 401,San Francisco,CA,94109,37.788531,-122.420976,3,1087,1240000,0.7357616988018495
200 2nd St UNIT 204,Oakland,CA,94607,37.794117,-122.270692,2,767,543091,0.3623115558855467
8108 Olive Street A B C # D,Oakland,CA,94621,37.759825,-122.172298,8,3737,539828,0.64856792121278
405 Cork Harbour Cir APT A,Redwood City,CA,94065,37.532628,-122.257717,1,764,795000,0.7641947066628193
1636 Delaware St,Berkeley,CA,94703,37.873278,-122.278391,0,1310,899000,0.2707683915990274
1435 Dutton Ave,San Leandro,CA,94577,37.734221,-122.140922,4,2100,998000,0.6006737510713114
588 Minna St # 201,San Francisco,CA,94103,37.778952,-122.410179,2,976,1171000,0.19802674869972753
588 Minna St # 203,San Francisco,CA,94103,37.778952,-122.410179,1,644,825000,0.19802674869972753
28 Loyola Ter,San Francisco,CA,94117,37.776046,-122.448747,2,1368,1499000,0.4003140182108456
56 Oviedo Ct,Pacifica,CA,94044,37.590943,-122.490848,3,1300,998000,0.4003140182108456
370 370 Monterey Blvd # 105,San Francisco,CA,94131,37.731841,-122.443393,1,610,468000,0.5306212413527736
3 View Ter,Millbrae,CA,94030,37.591834,-122.399312,3,2360,1800000,0.7327560047631041
425 1st St UNIT 4706,San Francisco,CA,94105,37.785829,-122.392275,2,1238,1998000,0.5520186893643794
6168 Contra Costa Rd,Oakland,CA,94618,37.845061,-122.231514,5,3467,2380000,0.554924754228597
47 Pelican Ln # 47,Redwood City,CA,94065,37.531187,-122.255811,1,838,789888,0.6487992807207612
2209 Bryant St,San Francisco,CA,94110,37.75895,-122.4094,3,1410,1495000,0.678709122127701
434 Lisbon St,San Francisco,CA,94112,37.72155,-122.43429,4,2260,1399000,0.7112677097357396
3936 26th St,San Francisco,CA,94131,37.748685,-122.42807,3,4650,1649000,0.5801457748386158
311 Bowsman Ct # 148,Oakland,CA,94601,37.772189,-122.234647,3,1993,849000,0.5526575370848016
1115 Kansas St,San Francisco,CA,94107,37.755682,-122.402357,3,1878,1495000,0.5305172803640927
3961 Casanova Dr,San Mateo,CA,94403,37.536125,-122.282974,3,1080,1290000,0.7207540507085991
1754 Leavenworth St,San Francisco,CA,94109,37.797396,-122.416758,4,3005,3249000,0.7968136931760936
2919 West St,Oakland,CA,94608,37.819619,-122.274044,3,1271,799000,0.7571685365143567
15 Pilarcitos Ct,Hillsborough,CA,94010,37.532092,-122.360098,5,3678,3490000,0.8039653418673748
1298 Treat Ave,San Francisco,CA,94110,37.749544,-122.412922,4,1250,1249000,0.3564351732827019
250 King St UNIT 626,San Francisco,CA,94107,37.778359,-122.39306,2,1442,1495000,0.1520941490774783
2013 Rockport Ave,Redwood City,CA,94065,37.547015,-122.236939,4,2710,2488000,0.8531183696910319
1290 De Solo Dr,Pacifica,CA,94044,37.592956,-122.503502,3,1040,1050000,0.8531183696910319
1714 Mckinnon Ave,San Francisco,CA,94124,37.737305,-122.391241,3,1355,829000,0.8559626921296803
9 Middle Rd,Lafayette,CA,94549,37.889861,-122.160768,3,1772,1324785,0.8632945070078647
1170 9th St APT 4,Alameda,CA,94501,37.768625,-122.270096,1,665,460000,0.8672546147228232
"52 Innes Ct. #403 Plan, The San Francisco Shipyard   Monarch",San Francisco,CA,94124,37.7271,-122.368,3,1409,1275000,0.8672546147228232
4318 West St,Oakland,CA,94608,37.832938,-122.269993,3,1197,749900,0.3127099056947033
1258 York St,San Francisco,CA,94110,37.751952,-122.408258,3,2030,1925000,0.5587609535537787
53 Clarendon Ave,San Francisco,CA,94114,37.758638,-122.449963,4,3500,4995000,0.8851118934839062
2033 Melvin Rd,Oakland,CA,94602,37.812625,-122.20528,4,2050,949000,0.895684363126603
555 Pierce St APT 241,Albany,CA,94706,37.894826,-122.307143,2,1113,578000,0.7008580637493977
1809 3rd St APT A,Alameda,CA,94501,37.777883,-122.288163,2,750,545000,0.8995855361644074
3757 39th Ave,Oakland,CA,94619,37.791338,-122.195268,9,4276,1349000,0.9088501430575018
1092 Keith Ave,Berkeley,CA,94708,37.890396,-122.262134,4,2349,1445000,0.912482476167734
4096 17th St APT 101,San Francisco,CA,94114,37.762821,-122.437239,1,675,649000,0.91838532487126
153 23rd Ave,San Francisco,CA,94121,37.784862,-122.483263,3,1818,1675000,0.9202320380103445
1201 Pine St UNIT 141,Oakland,CA,94607,37.812867,-122.300432,1,1219,629000,0.6353867807413858
236 Shoreline Ct,Richmond,CA,94804,37.911944,-122.343903,1,779,435000,0.981728541829663
1817 California St APT 102,San Francisco,CA,94109,37.78956,-122.424535,2,781,849000,0.9093352511658855
3716 Crestmont Pl,Lafayette,CA,94549,37.899804,-122.132523,4,4291,3589000,0.6271203365831949
9 Ora Way,San Francisco,CA,94131,37.742365,-122.438259,3,2394,3400000,0.6876803075600404
309 Sawyer St,San Francisco,CA,94134,37.714092,-122.413751,2,800,699000,0.7619159857390212
2422 Bonar St,Berkeley,CA,94702,37.862574,-122.286332,4,1792,1449000,0.828441916010066
522 526 Lake St,San Francisco,CA,94118,37.786899,-122.465189,9,5640,4250000,0.9712914482922883
1697 23rd Ave,San Francisco,CA,94122,37.756051,-122.481183,4,3250,1495000,1.0098984271703328
501 Lisbon St,San Francisco,CA,94112,37.720188,-122.434786,0,2675,1100000,0.7018339766620042
1731 Powell St # 204,San Francisco,CA,94133,37.800682,-122.411287,3,1934,2800000,0.8921757260577808
38 Bryant St APT 401,San Francisco,CA,94105,37.787465,-122.388972,1,666,790000,0.5805102553251903
1731 Powell St # 205,San Francisco,CA,94133,37.800682,-122.411287,2,1369,1895000,0.6881947147154642
900 Filbert St,San Francisco,CA,94133,37.800851,-122.414473,2,1625,1899000,0.8126500562552235
3046 California St,San Francisco,CA,94115,37.787834,-122.44459,4,1849,2275000,0.9455411493857323
401 Harrison St APT 40F,San Francisco,CA,94105,37.786062,-122.392176,2,1241,2300000,0.5434008468828181
333 Beale St APT 3E,San Francisco,CA,94105,37.788377,-122.392083,2,1630,2095000,0.4148231248788648
650 Delancey St APT 216,San Francisco,CA,94107,37.782774,-122.389688,2,1565,1875000,0.5075515694012989
2941 2941a 23rd Ave,San Francisco,CA,94132,37.721056,-122.506684,5,3500,2499000,0.5100948670582622
1013 San Gabriel Cir UNIT 409,Daly City,CA,94014,37.706151,-122.441144,2,1004,659888,0.5499994061362097
123 Stillings Ave,San Francisco,CA,94131,37.734337,-122.442629,2,834,1400000,0.49000968108784915
434 Central Ave,Alameda,CA,94501,37.770814,-122.28449,53,34344,19345000,0.6657069160786145
6125 Bromley Ave,Oakland,CA,94621,37.765937,-122.195532,4,1852,464221,0.7826948248936062
"280 Spear Street #14E Plan, MIRA",San Francisco,CA,94105,37.791282,-122.39306,2,1347,2100000,0.24573187265103222
1800 109th Ave,Oakland,CA,94603,37.738052,-122.160631,2,1561,450000,0.47127503355066985
56 Shoreline Ct,Richmond,CA,94804,37.910984,-122.342431,2,869,430000,0.8083301559978004
5169 Golden Gate Ave,Oakland,CA,94618,37.844945,-122.2339,4,2464,1685000,0.8236054015203905
219 Castenada Dr,Millbrae,CA,94030,37.590585,-122.396539,4,2030,2250000,0.8437600709000819
10951 Cliffland Ave,Oakland,CA,94605,37.749176,-122.132543,3,1672,799000,0.8512286522421721
3746 Park Boulevard Way APT A,Oakland,CA,94610,37.805049,-122.230713,1,916,618500,0.855438143607139
350 S 12th St,Richmond,CA,94804,37.927059,-122.357681,3,855,385000,0.7146171553186907
4 Greenwood Cove Dr APT C,Belvedere Tiburon,CA,94920,37.897972,-122.500705,2,1509,1295000,0.8705630159516635
"51 Innes Ct. #212 Plan, The San Francisco Shipyard   Monarch",San Francisco,CA,94124,37.7271,-122.368,2,1080,985000,0.909694066499098
270 Castenada Ave,San Francisco,CA,94116,37.746858,-122.463344,4,3620,4250000,0.9100225880232684
899 54th St,Oakland,CA,94608,37.838216,-122.27349,2,922,699000,0.724415651852968
228 Columbia Ave,Kensington,CA,94708,37.908137,-122.274813,3,1448,1099000,0.9415578928076118
2550 Dana St # 3AB,Berkeley,CA,94704,37.863204,-122.260713,3,1852,850000,0.6272650786958769
844 Spruce St,Berkeley,CA,94707,37.893941,-122.268795,5,3707,1695000,0.8637283672933904
240 Caldecott Ln UNIT 109,Oakland,CA,94618,37.857877,-122.220771,1,728,449000,0.9455411493857323
8293 Skyline Cir,Oakland,CA,94605,37.773771,-122.132533,4,2350,1149000,0.9536027985981341
535 Grandview Ct,Richmond,CA,94801,37.927201,-122.392762,3,3274,1475000,0.9536027985981341
2233 7th Ave,Oakland,CA,94606,37.800229,-122.244364,1,512,2200000,0.9544102639483585
189 Martin St,Daly City,CA,94014,37.701382,-122.41632,4,2853,1633995,0.9542729488860663
2346 Clement St APT 1,San Francisco,CA,94121,37.782279,-122.484618,2,1265,1199000,1.0064734999148548
339 El Dorado Dr,Daly City,CA,94015,37.679701,-122.477835,5,1995,1090000,0.7210772725008099
704 San Felipe Ave,San Bruno,CA,94066,37.61745,-122.409663,2,930,849000,0.8564986517002428
1446A 5th St,Berkeley,CA,94710,37.875587,-122.301655,3,1582,1295000,0.9455614007708828
17th Ave,San Francisco,CA,94121,37.7739,-122.47559,6,2950,1760000,1.012580885166639
1344 Mcgee Ave,Berkeley,CA,94703,37.880429,-122.280381,2,1270,1325000,0.45128925822126637
95 Red Rock Way APT 102M,San Francisco,CA,94131,37.746323,-122.441517,1,830,639000,0.9771524554628583
1010 Hanover St,Daly City,CA,94014,37.70485,-122.455678,2,870,699000,0.7346068903380681
1 Baldwin Ave APT 219,San Mateo,CA,94401,37.566106,-122.327954,1,1000,528888,0.2604120515749809
848 55th St,Oakland,CA,94608,37.839783,-122.271586,0,3600,998800,0.7818250233797867
99 Tappan Ln,Orinda,CA,94563,37.911529,-122.19718,5,5211,4700000,0.9230448424748356
42 Seagull Dr,Richmond,CA,94804,37.910255,-122.341066,3,1699,868000,1.0091779891360249
411 Western Dr,Richmond,CA,94801,37.925555,-122.391106,2,2024,1595000,1.0133769545617837
427 Mendocino St,Brisbane,CA,94005,37.682433,-122.404247,4,2245,1425000,1.0147615592912125
5523 Fleming Ave,Oakland,CA,94605,37.774753,-122.191879,3,1258,749000,1.0152877153953919
6374 Heather Ridge Way,Oakland,CA,94611,37.843168,-122.206022,3,1896,849000,1.0258211144567553
1134 87th Ave,Oakland,CA,94621,37.749617,-122.180126,1,690,325000,0.9672444614103763
800 Innes Ave APT 8,San Francisco,CA,94124,37.731247,-122.373904,2,1594,850000,1.0296032532927564
1080 Sutter St,San Francisco,CA,94109,37.788237,-122.418057,3,2185,2595000,0.6096211188301068
15 Pacific Ave,San Bruno,CA,94066,37.638749,-122.415602,3,900,545846,0.07648442216924568
"280 Spear Street #36B Plan, MIRA",San Francisco,CA,94105,37.791282,-122.39306,3,2198,4750000,0.24573187265103222
2038 80th Ave,Oakland,CA,94621,37.760886,-122.172301,2,1370,450050,0.47127503355066985
45 Hyde Ct APT 5,Daly City,CA,94015,37.652992,-122.452797,2,1265,788888,0.6444759258908094
60 Oak Ave # 9,South San Francisco,CA,94080,37.657843,-122.433666,2,903,708888,0.6639434452225342
1171 Sterling Ave,Berkeley,CA,94708,37.8898,-122.254917,7,3818,1195000,0.7167891145860562
2100 108th Ave,Oakland,CA,94603,37.739603,-122.157683,4,1711,749500,0.9164960442205742
1290 33rd Ave,San Francisco,CA,94122,37.763125,-122.491865,4,2134,2499000,0.9175184897389851
10633 Pearmain St,Oakland,CA,94603,37.733505,-122.175756,3,1048,450000,0.9415578928076118
426 27th St APT 202B,Oakland,CA,94612,37.816289,-122.266054,2,1265,724950,0.5319514809936706
2457-2459 Lombard St,San Francisco,CA,94123,37.798806,-122.441842,5,3600,2700000,0.8853232148054733
4052 Huntington St,Oakland,CA,94619,37.790844,-122.186133,3,1044,725000,0.9372981737303815
574 Natoma St APT 402,San Francisco,CA,94103,37.779014,-122.409446,0,370,540000,0.23655972886031879
77 Grand View Ave APT 702,San Francisco,CA,94114,37.756913,-122.440053,2,1080,1199000,0.38592891055888257
587 Burnett Ave,San Francisco,CA,94131,37.751859,-122.444035,0,11538,5500000,0.8146125279136761
579 Burnett Ave,San Francisco,CA,94131,37.751991,-122.444052,0,4994,2500000,0.8419158819089635
1080 Sutter St APT 1101,San Francisco,CA,94109,37.788237,-122.418057,3,2185,2595000,0.6096211188301068
1810 Jackson St # 2,San Francisco,CA,94109,37.793817,-122.42504,3,3271,3750000,0.6444759258908094
555 Laurel Ave APT 317,San Mateo,CA,94401,37.563399,-122.321089,2,1786,1498000,0.3383888479148457
530 Chestnut St APT 210,San Francisco,CA,94133,37.804361,-122.412447,2,985,1150000,0.9175184897389851
15 Oceanside Dr,Daly City,CA,94015,37.674627,-122.490664,3,1120,899000,0.9465531805121378
1594 Pacific Ave,Alameda,CA,94501,37.774346,-122.256828,2,795,780000,1.0152877153953919
610 Hillcrest Blvd,Millbrae,CA,94030,37.597267,-122.397026,4,2433,2180000,0.5945135843934778
3840 Martin Luther King Jr Way,Oakland,CA,94609,37.827921,-122.268579,4,1676,899999,0.11545713392452082
1635 13th St,Oakland,CA,94607,37.810912,-122.295484,5,1859,835000,0.4308421980146995
4830 Wall Ave,Richmond,CA,94804,37.927654,-122.323799,4,1770,514429,0.41635658924181757
505 S 16th St,Richmond,CA,94804,37.924971,-122.354262,2,1110,406520,0.5974894776703453
2925 Shannon Dr,South San Francisco,CA,94080,37.637846,-122.447015,5,2800,1485000,0.8153312002658217
223 Cuardo Ave,Millbrae,CA,94030,37.603217,-122.387272,3,1170,1249950,0.20727316928144693
7019 Gladys Ave,El Cerrito,CA,94530,37.92181,-122.307951,2,780,599000,0.21106852911981278
73 Summit Way,San Francisco,CA,94132,37.714943,-122.474885,3,2024,1518000,0.5381390568791098
3 Magee Ave,Mill Valley,CA,94941,37.915158,-122.553114,4,2736,2950000,0.6974997401612233
540 Loma Vista Ter,Pacifica,CA,94044,37.635199,-122.48394,3,2100,1250000,0.9305836261760992
6730 Potrero Ave,El Cerrito,CA,94530,37.922005,-122.310991,2,845,699000,0.3867737648209091
130 Blackburn Ter,Pacifica,CA,94044,37.596833,-122.511876,3,1700,1995000,1.0311575529406931
"280 Spear Street #4J Plan, MIRA",San Francisco,CA,94105,37.791282,-122.39306,3,1208,1695000,0.24573187265103222
1688 Pine St UNIT E911,San Francisco,CA,94109,37.789553,-122.423278,2,1139,1749888,0.47127503355066985
828 N El Camino Real UNIT 6,San Mateo,CA,94401,37.574107,-122.341344,1,776,598000,0.4515085047025928
2531 Maywood Dr,San Bruno,CA,94066,37.63322,-122.446954,6,1900,1188888,0.8658279051331276
892 894 Guerrero St,San Francisco,CA,94110,37.756948,-122.423654,4,3070,2395000,0.43127052068779315
300 304 Taraval St,San Francisco,CA,94116,37.743469,-122.469414,2,2113,1399000,0.6229857126167164
194 Miramonte Dr,Moraga,CA,94556,37.839526,-122.144955,4,1514,799000,0.9074053090766182
1024 83rd Ave,Oakland,CA,94621,37.751784,-122.184129,2,856,388000,0.7177529792904781
2106 Jackson St APT 3,San Francisco,CA,94115,37.793315,-122.430044,4,2863,3695000,0.9415578928076118
3437 Solomon Ln,Alameda,CA,94502,37.73055,-122.238419,2,1247,685000,1.0152877153953919
47 Seville Way,South San Francisco,CA,94080,37.634689,-122.444156,5,2730,1388800,1.0313508132570672
